Year,Driver,WINS,Avg Start,Avg Mid Race,Avg Finish,Avg Pos,Pass Diff,GF passes,GF passed,Quality Passes,% Quality Passes,# Fast laps,Laps Top 15,% Laps Top 15,Laps Lead,% Laps Lead,Total Laps,Driver Rating,Points,Car
2015,Kyle Busch,5,8.2,8,10.8,8.9,74,1804,1730,1020,56.5,494,6078,90,736,10.9,6752,108.2,5043,Toyota
2015,Kevin Harvick,3,8.4,5.3,8.7,7.2,426,3171,2745,2084,65.7,1380,9510,93.4,2294,22.5,10180,118.9,5042,Ford
2015,Jeff Gordon,1,11.8,13.8,13.7,12.1,137,3490,3353,2248,64.4,218,8131,79,265,2.6,10292,92.7,5038,Chevrolet
2015,Martin Truex Jr.,1,12.5,11.3,12.2,11.3,9,3294,3285,2032,61.7,411,8343,81.2,567,5.5,10272,99.7,5032,Toyota
2015,Carl Edwards,2,9.1,11,14,11.4,-114,3316,3430,2050,61.8,342,7842,76.4,376,3.7,10269,95.7,2368,Toyota
2015,Joey Logano,6,6.9,10.3,9.2,9.8,158,2486,2328,1590,64,603,8754,85.4,1431,14,10256,106.5,2360,Ford
2015,Brad Keselowski,1,10,9.2,11.1,10.2,203,3525,3322,2154,61.1,667,8364,80.8,1184,11.4,10347,101.7,2347,Ford
2015,Kurt Busch,2,10.1,9.5,11.1,9.5,296,3205,2909,2001,62.4,502,8220,85.7,788,8.2,9592,104.2,2333,Chevrolet
2015,Denny Hamlin,2,11.7,13.6,13.6,13,121,3416,3295,2137,62.6,413,7128,69.4,529,5.1,10276,95.3,2327,Toyota
2015,Jimmie Johnson,5,12.1,11.5,12.8,12.4,334,3439,3105,2039,59.3,498,7428,72.8,558,5.5,10207,99.3,2315,Chevrolet
2015,Ryan Newman,0,15.3,15.8,13.5,16.7,36,2930,2894,1011,34.5,72,5116,49.3,20,0.2,10374,80.8,2314,Ford
2015,Dale Earnhardt Jr.,3,13.8,13.4,11.3,12.7,532,3103,2571,1795,57.8,303,6807,66.7,286,2.8,10208,97.1,2310,Chevrolet
2015,Jamie McMurray,0,16.3,13.8,14.9,14.4,17,3908,3891,2056,52.6,112,7002,67.8,14,0.1,10331,84.4,2295,Chevrolet
2015,Paul Menard,0,17.8,18.8,17.1,18.2,-177,3775,3952,1842,48.8,79,3982,38.7,10,0.1,10287,76.4,2262,Ford
2015,Matt Kenseth,5,11.5,12.3,14.3,11.8,45,3141,3096,1852,59,583,7648,82.5,927,10,9267,99.1,2234,Chevrolet
2015,Clint Bowyer,0,20.5,18.8,18.8,19.3,78,3201,3123,1215,38,112,4285,44,11,0.1,9737,75,2175,Ford
2015,Aric Almirola,0,22.4,18.9,17.9,20.5,265,3487,3222,1052,30.2,72,3322,33.2,3,0,9992,73,940,Ford
2015,Kyle Larson,0,13.3,14.1,19.3,14.4,11,3156,3145,1623,51.4,287,6635,69.6,115,1.2,9533,86.4,872,Chevrolet
2015,Greg Biffle,0,19.9,22.4,20,21.4,-79,3105,3184,737,23.7,77,2161,20.9,40,0.4,10343,68.3,869,Ford
2015,Austin Dillon,0,17,18.8,21,19.4,-320,3390,3710,1337,39.4,100,4159,41.7,39,0.4,9973,73.9,832,Chevrolet
2015,AJ Allmendinger,0,21.6,22.3,23.1,23.2,25,2623,2598,435,16.6,118,2140,21.4,55,0.5,10006,66,758,Chevrolet
2015,Casey Mears,0,23.9,26.1,23.1,23.8,29,3194,3165,636,19.9,67,991,9.9,4,0,10035,61.6,754,Chevrolet
2015,Danica Patrick,0,22.4,22.6,23.5,23.2,-27,3532,3559,488,13.8,64,1034,10.4,7,0.1,9965,63.2,716,Ford
2015,Ricky Stenhouse Jr.,0,23.6,24.6,24.3,24.2,62,3616,3554,779,21.5,90,1779,18.1,3,0,9850,62.4,712,Chevrolet
2015,David Ragan,0,17.2,21.5,24.6,21.4,-192,2900,3092,736,25.4,65,3003,30.4,8,0.1,9887,68,701,Ford
2015,Tony Stewart,0,18.3,21.8,24.8,22,-55,2769,2824,835,30.2,42,2730,27.7,24,0.2,9853,67,695,Chevrolet
2015,Trevor Bayne,0,27.9,26.9,25.8,26.8,-145,3211,3356,666,20.7,41,634,6.4,0,0,9900,56.5,655,Ford
2015,Justin Allgaier,0,26.4,26,27.7,25.8,-100,3149,3249,409,13,45,1334,14,1,0,9526,57,588,Chevrolet
2015,Cole Whitt,0,35,31.5,28.7,31.1,-184,2422,2606,143,5.9,15,131,1.3,5,0.1,9871,45.2,553,Chevrolet
2015,David Gilliland,0,33.7,31.8,29.4,31.3,-3,2731,2734,345,12.6,58,217,2.2,7,0.1,10093,45.5,533,Ford
2015,Alex Bowman,0,34.4,33.4,31.6,32.3,-123,2276,2399,79,3.5,38,71,0.8,4,0,9212,44,437,Chevrolet
2015,Brett Moffitt,0,33.8,33,30.5,32.6,-136,1701,1837,47,2.8,10,152,1.6,2,0,9432,42.9,422,Ford
2015,Matt DiBenedetto,0,36.5,33.3,32,33.6,-93,1896,1989,99,5.2,12,88,0.9,2,0,9358,39.5,399,Ford
2015,Michael Annett,0,34.7,33.9,32.7,33.3,-128,2155,2283,78,3.6,21,100,1.1,1,0,8862,41.3,398,Chevrolet
2015,Josh Wise,0,36.8,34.4,33.5,34.7,-62,1367,1429,78,5.7,15,58,0.9,3,0,6317,37.5,254,Ford
2015,Jeb Burton,0,38,37.2,36.3,37.4,-192,814,1006,4,0.5,8,7,0.1,0,0,7348,31.7,216,Toyota
2015,Michael McDowell,0,29.3,32,30.7,30.5,-71,1523,1594,346,22.7,19,153,3.4,0,0,4541,46.6,213,Ford
2015,Reed Sorenson,0,38.4,38,35.9,36.9,11,370,359,10,2.7,16,9,0.3,1,0,2586,32.8,74,Chevrolet
2015,Bobby Labonte,0,37,30.5,29.3,32.4,31,524,493,6,1.1,10,13,2.2,1,0.2,589,41.9,60,Chevrolet
2015,Michael Waltrip,0,30,28,25,30.8,7,604,597,89,14.7,26,40,7.3,3,0.5,550,53.8,58,Toyota
2015,Ryan Preece,0,40,36.4,37,37,-43,112,155,0,0,2,7,0.5,0,0,1463,32.6,35,Chevrolet
2015,Brian Vickers,0,23,32.5,28,29.6,-8,85,93,31,36.5,0,93,18.8,0,0,496,51.7,32,Toyota
2014,Kevin Harvick,5,9.1,8.4,12.9,9.5,136,3171,3035,1857,58.6,1233,8512,84.8,2137,21.3,10032,110.5,5043,Ford
2014,Ryan Newman,0,13.3,13.1,12.7,14.4,-56,3046,3102,1265,41.5,173,7100,67.8,41,0.4,10479,86.7,5042,Ford
2014,Denny Hamlin,1,14.5,14.2,14.3,13.6,-86,3242,3328,1860,57.4,227,7265,74.8,363,3.7,9710,91.5,5037,Toyota
2014,Joey Logano,5,9.8,8.2,11.3,9.2,150,3544,3394,2185,61.7,517,9026,86.8,993,9.6,10394,106.7,5028,Ford
2014,Brad Keselowski,6,7.4,10.7,12.6,11.1,192,2868,2676,1849,64.5,849,8512,82.1,1540,14.9,10362,103.7,2361,Ford
